word,valid_knot,initial_vertices,removed_vertices,final_vertices,result
ABACADBABCBCBD,True,42,39,3,simplified_to_triangle
ABACADBABCBDBC,True,42,39,3,simplified_to_triangle
ABACADBACACBDC,True,42,39,3,simplified_to_triangle
ABACADBACACDBC,True,42,39,3,simplified_to_triangle
ABACADBACBCBDC,True,42,39,3,simplified_to_triangle
ABACADBACBCDBC,True,42,39,3,simplified_to_triangle
ABACADBACDCABC,True,42,39,3,simplified_to_triangle
ABACADBADCDCBD,True,42,39,3,simplified_to_triangle
ABACADBADCDCDC,True,42,39,3,simplified_to_triangle
ABACADBCABCACD,True,42,39,3,simplified_to_triangle
ABACADBCACBABD,True,42,39,3,simplified_to_triangle
ABACADBCBABCAD,True,42,39,3,simplified_to_triangle
ABACADBCBABDBC,True,42,39,3,simplified_to_triangle
ABACADBCBACACD,True,42,39,3,simplified_to_triangle
ABACADBCBCBABD,True,42,39,3,simplified_to_triangle
ABACADBCBCDCBC,True,42,39,3,simplified_to_triangle
ABACADBCBDBABC,True,42,39,3,simplified_to_triangle
ABACADBCDADBDC,True,42,39,3,simplified_to_triangle
ABACADBCDADCAD,True,42,39,3,simplified_to_triangle
ABACADBCDBDADC,True,42,39,3,simplified_to_triangle
ABACADBCDBDCAD,True,42,39,3,simplified_to_triangle
ABACADBCDCDBDC,True,42,39,3,simplified_to_triangle
ABACADBDACDCBD,True,42,39,3,simplified_to_triangle
ABACADBDACDCDC,True,42,39,3,simplified_to_triangle
ABACADBDADBCDC,True,42,39,3,simplified_to_triangle
ABACADBDCDCBDC,True,42,39,3,simplified_to_triangle
ABACADBDCDCDBC,True,42,39,3,simplified_to_triangle
ABACADCABACADC,True,42,39,3,simplified_to_triangle
ABACADCABACDAC,True,42,39,3,simplified_to_triangle
ABACADCABCACDC,True,42,39,3,simplified_to_triangle
ABACADCABDCABC,True,42,39,3,simplified_to_triangle
ABACADCACABCBD,True,42,39,3,simplified_to_triangle
ABACADCACABDBC,True,42,39,3,simplified_to_triangle
ABACADCACACBCD,True,42,39,3,simplified_to_triangle
ABACADCACADCBC,True,42,39,3,simplified_to_triangle
ABACADCACBABDC,True,42,39,3,simplified_to_triangle
ABACADCACBACBD,True,42,39,3,simplified_to_triangle
ABACADCACBADBC,True,42,39,3,simplified_to_triangle
ABACADCACBCBCD,True,42,39,3,simplified_to_triangle
ABACADCACBDABC,True,42,39,3,simplified_to_triangle
ABACADCACDACBC,True,42,39,3,simplified_to_triangle
ABACADCACDBABC,True,42,39,3,simplified_to_triangle
ABACADCADACDCD,True,42,39,3,simplified_to_triangle
ABACADCADBCABC,True,42,39,3,simplified_to_triangle
ABACADCADCBDCD,True,42,39,3,simplified_to_triangle
ABACADCADCDBCD,True,42,39,3,simplified_to_triangle
ABACADCADCDBDC,True,42,39,3,simplified_to_triangle
ABACADCBABCADC,True,42,39,3,simplified_to_triangle
ABACADCBABCDAC,True,42,39,3,simplified_to_triangle
ABACADCBACACDC,True,42,39,3,simplified_to_triangle
ABACADCBADACBC,True,42,39,3,simplified_to_triangle
ABACADCBADCABC,True,42,39,3,simplified_to_triangle
ABACADCBCABCAD,True,42,39,3,simplified_to_triangle
ABACADCBCABDBC,True,42,39,3,simplified_to_triangle
ABACADCBCACACD,True,42,39,3,simplified_to_triangle
ABACADCBCBABDC,True,42,39,3,simplified_to_triangle
ABACADCBCBACAD,True,42,39,3,simplified_to_triangle
ABACADCBCBADBC,True,42,39,3,simplified_to_triangle
ABACADCBCBCACD,True,42,39,3,simplified_to_triangle
ABACADCBCBDABC,True,42,39,3,simplified_to_triangle
ABACADCBCBDCBC,True,42,39,3,simplified_to_triangle
ABACADCBCDBABC,True,42,39,3,simplified_to_triangle
ABACADCBDACABC,True,42,39,3,simplified_to_triangle
ABACADCBDBCDCD,True,42,39,3,simplified_to_triangle
ABACADCBDCACBC,True,42,39,3,simplified_to_triangle
ABACADCBDCDBDC,True,42,39,3,simplified_to_triangle
ABACADCBDCDCBD,True,42,39,3,simplified_to_triangle
ABACADCDABCABC,True,42,39,3,simplified_to_triangle
ABACADCDACBDCD,True,42,39,3,simplified_to_triangle
ABACADCDACDBCD,True,42,39,3,simplified_to_triangle
ABACADCDACDBDC,True,42,39,3,simplified_to_triangle
ABACADCDADCADC,True,42,39,3,simplified_to_triangle
ABACADCDADCDAC,True,42,39,3,simplified_to_triangle
ABACADCDBACABC,True,42,39,3,simplified_to_triangle
ABACADCDBCACBC,True,42,39,3,simplified_to_triangle
ABACADCDBCDCBD,True,42,39,3,simplified_to_triangle
ABACADCDBDCADC,True,42,39,3,simplified_to_triangle
ABACADCDBDCDAC,True,42,39,3,simplified_to_triangle
ABACADCDCACABC,True,42,39,3,simplified_to_triangle
ABACADCDCADACD,True,42,39,3,simplified_to_triangle
ABACADCDCBDBCD,True,42,39,3,simplified_to_triangle
ABACBABCABDCAD,True,42,39,3,simplified_to_triangle
ABACBABCADACBD,True,42,39,3,simplified_to_triangle
ABACBABCADBCAD,True,42,39,3,simplified_to_triangle
ABACBABCBADCAD,True,42,39,3,simplified_to_triangle
ABACBABCBDACAD,True,42,39,3,simplified_to_triangle
ABACBABCBDBCBD,True,42,39,3,simplified_to_triangle
ABACBABCBDCACD,True,42,39,3,simplified_to_triangle
ABACBABCBDCBCD,True,42,39,3,simplified_to_triangle
ABACBABCDABCAD,True,42,39,3,simplified_to_triangle
ABACBABCDBACAD,True,42,39,3,simplified_to_triangle
ABACBABCDBCACD,True,42,39,3,simplified_to_triangle
ABACBABCDBCBCD,True,42,39,3,simplified_to_triangle
ABACBABCDCABAD,True,42,39,3,simplified_to_triangle
ABACBABDACACBD,True,42,39,3,simplified_to_triangle
ABACBABDACBCBD,True,42,39,3,simplified_to_triangle
ABACBABDACBDBC,True,42,39,3,simplified_to_triangle
ABACBABDBABCDC,True,42,39,3,simplified_to_triangle
ABACBABDBCABDC,True,42,39,3,simplified_to_triangle
ABACBABDBCACAD,True,42,39,3,simplified_to_triangle
ABACBABDBCADBC,True,42,39,3,simplified_to_triangle
ABACBABDBCBADC,True,42,39,3,simplified_to_triangle
ABACBABDBCBCAD,True,42,39,3,simplified_to_triangle
ABACBABDBCDABC,True,42,39,3,simplified_to_triangle
ABACBABDCACADC,True,42,39,3,simplified_to_triangle
ABACBABDCBCADC,True,42,39,3,simplified_to_triangle
ABACBABDCDCDCD,True,42,39,3,simplified_to_triangle
ABACBACABCBDCD,True,42,39,3,simplified_to_triangle
ABACBACABCDBCD,True,42,39,3,simplified_to_triangle
ABACBACABDCADC,True,42,39,3,simplified_to_triangle
ABACBACACADCBD,True,42,39,3,simplified_to_triangle
ABACBACACADCDC,True,42,39,3,simplified_to_triangle
ABACBACACBCDCD,True,42,39,3,simplified_to_triangle
ABACBACACBDCAD,True,42,39,3,simplified_to_triangle
ABACBACACBDCDC,True,42,39,3,simplified_to_triangle
ABACBACACDACBD,True,42,39,3,simplified_to_triangle
ABACBACACDACDC,True,42,39,3,simplified_to_triangle
ABACBACACDBCAD,True,42,39,3,simplified_to_triangle
ABACBACACDBCDC,True,42,39,3,simplified_to_triangle
ABACBACACDCADC,True,42,39,3,simplified_to_triangle
ABACBACACDCBDC,True,42,39,3,simplified_to_triangle
ABACBACACDCDBC,True,42,39,3,simplified_to_triangle
ABACBACADACBDC,True,42,39,3,simplified_to_triangle
ABACBACADACDBC,True,42,39,3,simplified_to_triangle
ABACBACADBCADC,True,42,39,3,simplified_to_triangle
ABACBACBACBDCD,True,42,39,3,simplified_to_triangle
ABACBACBACDBCD,True,42,39,3,simplified_to_triangle
ABACBACBADCADC,True,42,39,3,simplified_to_triangle
ABACBACBCADCAD,True,42,39,3,simplified_to_triangle
ABACBACBCBDCBD,True,42,39,3,simplified_to_triangle
ABACBACBCDACAD,True,42,39,3,simplified_to_triangle
ABACBACBCDBCBD,True,42,39,3,simplified_to_triangle
ABACBACBCDCACD,True,42,39,3,simplified_to_triangle
ABACBACBCDCBCD,True,42,39,3,simplified_to_triangle
ABACBACBDACADC,True,42,39,3,simplified_to_triangle
ABACBACBDBCBDC,True,42,39,3,simplified_to_triangle
ABACBACBDBCDBC,True,42,39,3,simplified_to_triangle
ABACBACBDCACDC,True,42,39,3,simplified_to_triangle
ABACBACBDCBCDC,True,42,39,3,simplified_to_triangle
ABACBACDABCADC,True,42,39,3,simplified_to_triangle
ABACBACDBACADC,True,42,39,3,simplified_to_triangle
ABACBACDBCACDC,True,42,39,3,simplified_to_triangle
ABACBACDBCBCDC,True,42,39,3,simplified_to_triangle
ABACBACDCABADC,True,42,39,3,simplified_to_triangle
ABACBACDCADABC,True,42,39,3,simplified_to_triangle
ABACBACDCDCABC,True,42,39,3,simplified_to_triangle
ABACBADABACBAD,True,42,39,3,simplified_to_triangle
ABACBADABCACBD,True,42,39,3,simplified_to_triangle
ABACBADABCBCBD,True,42,39,3,simplified_to_triangle
ABACBADABCBDBC,True,42,39,3,simplified_to_triangle
ABACBADACACBDC,True,42,39,3,simplified_to_triangle
ABACBADACACDBC,True,42,39,3,simplified_to_triangle
ABACBADACBCBDC,True,42,39,3,simplified_to_triangle
ABACBADACBCDBC,True,42,39,3,simplified_to_triangle
ABACBADBACACBD,True,42,39,3,simplified_to_triangle
ABACBADBACBCBD,True,42,39,3,simplified_to_triangle
ABACBADBACBDBC,True,42,39,3,simplified_to_triangle
ABACBADBCACADC,True,42,39,3,simplified_to_triangle
ABACBADBCBCADC,True,42,39,3,simplified_to_triangle
ABACBADBCDCDCD,True,42,39,3,simplified_to_triangle
ABACBADBDCDCBD,True,42,39,3,simplified_to_triangle
ABACBADCABCACD,True,42,39,3,simplified_to_triangle
ABACBADCACBABD,True,42,39,3,simplified_to_triangle
ABACBADCBABCAD,True,42,39,3,simplified_to_triangle
ABACBADCBABDBC,True,42,39,3,simplified_to_triangle
ABACBADCBACACD,True,42,39,3,simplified_to_triangle
ABACBADCBCBABD,True,42,39,3,simplified_to_triangle
ABACBADCBCBCDC,True,42,39,3,simplified_to_triangle
ABACBADCDADBDC,True,42,39,3,simplified_to_triangle
ABACBADCDADCAD,True,42,39,3,simplified_to_triangle
ABACBADCDBDADC,True,42,39,3,simplified_to_triangle
ABACBADCDBDCAD,True,42,39,3,simplified_to_triangle
ABACBCABADACAD,True,42,39,3,simplified_to_triangle
ABACBCABADBCBD,True,42,39,3,simplified_to_triangle
ABACBCABADCACD,True,42,39,3,simplified_to_triangle
ABACBCABADCBCD,True,42,39,3,simplified_to_triangle
ABACBCABCADACD,True,42,39,3,simplified_to_triangle
ABACBCABCADCDC,True,42,39,3,simplified_to_triangle
ABACBCABCBDBCD,True,42,39,3,simplified_to_triangle
ABACBCABCDACDC,True,42,39,3,simplified_to_triangle
ABACBCABDABCBD,True,42,39,3,simplified_to_triangle
ABACBCABDACACD,True,42,39,3,simplified_to_triangle
ABACBCABDACBCD,True,42,39,3,simplified_to_triangle
ABACBCABDBACBD,True,42,39,3,simplified_to_triangle
ABACBCABDBACDC,True,42,39,3,simplified_to_triangle
ABACBCABDBCBDC,True,42,39,3,simplified_to_triangle
ABACBCABDCABDC,True,42,39,3,simplified_to_triangle
ABACBCABDCBABD,True,42,39,3,simplified_to_triangle
ABACBCABDCBCDC,True,42,39,3,simplified_to_triangle
ABACBCACACDACD,True,42,39,3,simplified_to_triangle
ABACBCACADCBDC,True,42,39,3,simplified_to_triangle
ABACBCACBCBDCD,True,42,39,3,simplified_to_triangle
ABACBCACBCDBCD,True,42,39,3,simplified_to_triangle
ABACBCACBDCADC,True,42,39,3,simplified_to_triangle
ABACBCACDACBDC,True,42,39,3,simplified_to_triangle
ABACBCACDBCADC,True,42,39,3,simplified_to_triangle
ABACBCADABCACD,True,42,39,3,simplified_to_triangle
ABACBCADABCBCD,True,42,39,3,simplified_to_triangle
ABACBCADACACDC,True,42,39,3,simplified_to_triangle
ABACBCADBABCBD,True,42,39,3,simplified_to_triangle
ABACBCADBACACD,True,42,39,3,simplified_to_triangle
ABACBCADBACBCD,True,42,39,3,simplified_to_triangle
ABACBCADBCBABD,True,42,39,3,simplified_to_triangle
ABACBCADBCBCDC,True,42,39,3,simplified_to_triangle
ABACBCADBDCDCD,True,42,39,3,simplified_to_triangle
ABACBCADCACABD,True,42,39,3,simplified_to_triangle
ABACBCADCACADC,True,42,39,3,simplified_to_triangle
ABACBCADCACBAD,True,42,39,3,simplified_to_triangle
ABACBCADCBCABD,True,42,39,3,simplified_to_triangle
ABACBCADCBCBAD,True,42,39,3,simplified_to_triangle
ABACBCADCBCBDC,True,42,39,3,simplified_to_triangle
