word,valid_knot,initial_vertices,removed_vertices,final_vertices,result
ABCDADCABDCD,True,36,33,3,simplified_to_triangle
ABCDADCACDCD,True,36,33,3,simplified_to_triangle
ABCDADCADBCD,True,36,33,3,simplified_to_triangle
ABCDADCADCDC,True,36,33,3,simplified_to_triangle
ABCDADCBADCD,True,36,33,3,simplified_to_triangle
ABCDADCBDACD,True,36,33,3,simplified_to_triangle
ABCDADCDACDC,True,36,33,3,simplified_to_triangle
ABCDADCDBACD,True,36,33,3,simplified_to_triangle
ABCDADCDCABD,True,36,33,3,simplified_to_triangle
ABCDADCDCADB,True,36,33,3,simplified_to_triangle
ABCDADCDCBAD,True,36,33,3,simplified_to_triangle
ABCDADCDCDCB,True,36,33,3,simplified_to_triangle
ABCDBACABDCB,True,36,33,3,simplified_to_triangle
ABCDBACACBDB,True,36,33,3,simplified_to_triangle
ABCDBACADCBC,True,36,33,3,simplified_to_triangle
ABCDBACBCBDB,True,36,33,3,simplified_to_triangle
ABCDBACBDCAC,True,36,33,3,simplified_to_triangle
ABCDBACDACBC,True,36,33,3,simplified_to_triangle
ABCDBACDADCD,True,36,33,3,simplified_to_triangle
ABCDBACDBCAC,True,36,33,3,simplified_to_triangle
ABCDBACDBDCD,True,36,33,3,simplified_to_triangle
ABCDBADACDBD,True,36,33,3,simplified_to_triangle
ABCDBADBDCBD,True,36,33,3,simplified_to_triangle
ABCDBADBDCDB,True,36,33,3,simplified_to_triangle
ABCDBCACBDCB,True,36,33,3,simplified_to_triangle
ABCDBCACDCBC,True,36,33,3,simplified_to_triangle
ABCDBCBCBDCB,True,36,33,3,simplified_to_triangle
ABCDBCBCDCBC,True,36,33,3,simplified_to_triangle
ABCDBCBDCBAC,True,36,33,3,simplified_to_triangle
ABCDBCDCBCAC,True,36,33,3,simplified_to_triangle
ABCDBCDCDCBD,True,36,33,3,simplified_to_triangle
ABCDBCDCDCDB,True,36,33,3,simplified_to_triangle
ABCDBCDCDCDC,True,36,33,3,simplified_to_triangle
ABCDBDABDCBD,True,36,33,3,simplified_to_triangle
ABCDBDABDCDB,True,36,33,3,simplified_to_triangle
ABCDBDADBCBD,True,36,33,3,simplified_to_triangle
ABCDBDADBCDB,True,36,33,3,simplified_to_triangle
ABCDBDADCACD,True,36,33,3,simplified_to_triangle
ABCDBDADCBCD,True,36,33,3,simplified_to_triangle
ABCDBDCABDCD,True,36,33,3,simplified_to_triangle
ABCDBDCADBCD,True,36,33,3,simplified_to_triangle
ABCDBDCBADCD,True,36,33,3,simplified_to_triangle
ABCDBDCBDACD,True,36,33,3,simplified_to_triangle
ABCDBDCBDCDC,True,36,33,3,simplified_to_triangle
ABCDBDCDBACD,True,36,33,3,simplified_to_triangle
ABCDBDCDBCDC,True,36,33,3,simplified_to_triangle
ABCDBDCDCABD,True,36,33,3,simplified_to_triangle
ABCDBDCDCADB,True,36,33,3,simplified_to_triangle
ABCDBDCDCBAD,True,36,33,3,simplified_to_triangle
ABCDCABDACBC,True,36,33,3,simplified_to_triangle
ABCDCABDBCAC,True,36,33,3,simplified_to_triangle
ABCDCACDCBAC,True,36,33,3,simplified_to_triangle
ABCDCADACDBD,True,36,33,3,simplified_to_triangle
ABCDCADBACBC,True,36,33,3,simplified_to_triangle
ABCDCADCDADC,True,36,33,3,simplified_to_triangle
ABCDCBABDCAC,True,36,33,3,simplified_to_triangle
ABCDCBACACBD,True,36,33,3,simplified_to_triangle
ABCDCBACBCAD,True,36,33,3,simplified_to_triangle
ABCDCBCBCDCB,True,36,33,3,simplified_to_triangle
ABCDCBCDBDCD,True,36,33,3,simplified_to_triangle
ABCDCBCDCBAC,True,36,33,3,simplified_to_triangle
ABCDCBDBACAC,True,36,33,3,simplified_to_triangle
ABCDCBDBCDBD,True,36,33,3,simplified_to_triangle
ABCDCBDCDBDC,True,36,33,3,simplified_to_triangle
ABCDCDACDADC,True,36,33,3,simplified_to_triangle
ABCDCDADCABD,True,36,33,3,simplified_to_triangle
ABCDCDADCADB,True,36,33,3,simplified_to_triangle
ABCDCDBCDBDC,True,36,33,3,simplified_to_triangle
ABCDCDBDCABD,True,36,33,3,simplified_to_triangle
ABCDCDBDCADB,True,36,33,3,simplified_to_triangle
ABCDCDBDCBCD,True,36,33,3,simplified_to_triangle
ABCDCDCACDBD,True,36,33,3,simplified_to_triangle
ABCDCDCADCAD,True,36,33,3,simplified_to_triangle
ABCDCDCBACAC,True,36,33,3,simplified_to_triangle
ABCDCDCBACBC,True,36,33,3,simplified_to_triangle
ABCDCDCBDCBD,True,36,33,3,simplified_to_triangle
ABCDCDCBDCDB,True,36,33,3,simplified_to_triangle
ABCDCDCDACAD,True,36,33,3,simplified_to_triangle
ABCDCDCDBCBD,True,36,33,3,simplified_to_triangle
ABCDCDCDBCDB,True,36,33,3,simplified_to_triangle
ABCDCDCDCACD,True,36,33,3,simplified_to_triangle
ABCDCDCDCADC,True,36,33,3,simplified_to_triangle
ABCDCDCDCBCD,True,36,33,3,simplified_to_triangle
ABDACACBDCAC,True,36,33,3,simplified_to_triangle
ABDACACBDCBC,True,36,33,3,simplified_to_triangle
ABDACACDBCAC,True,36,33,3,simplified_to_triangle
ABDACACDBCBC,True,36,33,3,simplified_to_triangle
ABDACADACDCD,True,36,33,3,simplified_to_triangle
ABDACADBDADC,True,36,33,3,simplified_to_triangle
ABDACADCDCDC,True,36,33,3,simplified_to_triangle
ABDACBCBDCAC,True,36,33,3,simplified_to_triangle
ABDACBCBDCBC,True,36,33,3,simplified_to_triangle
ABDACBCDBCAC,True,36,33,3,simplified_to_triangle
ABDACBCDBCBC,True,36,33,3,simplified_to_triangle
ABDACBCDCDCD,True,36,33,3,simplified_to_triangle
ABDACBDABDCD,True,36,33,3,simplified_to_triangle
ABDACBDADBCD,True,36,33,3,simplified_to_triangle
ABDACBDBADCD,True,36,33,3,simplified_to_triangle
ABDACBDBCDCD,True,36,33,3,simplified_to_triangle
ABDACDABDADC,True,36,33,3,simplified_to_triangle
ABDACDABDBCD,True,36,33,3,simplified_to_triangle
ABDACDACDCDC,True,36,33,3,simplified_to_triangle
ABDACDADBADC,True,36,33,3,simplified_to_triangle
ABDACDADBDAC,True,36,33,3,simplified_to_triangle
ABDACDBABDCD,True,36,33,3,simplified_to_triangle
ABDACDBADBCD,True,36,33,3,simplified_to_triangle
ABDACDCADACD,True,36,33,3,simplified_to_triangle
ABDACDCBDBCD,True,36,33,3,simplified_to_triangle
ABDACDCDCADC,True,36,33,3,simplified_to_triangle
ABDACDCDCBCD,True,36,33,3,simplified_to_triangle
ABDACDCDCDAC,True,36,33,3,simplified_to_triangle
ABDADCADACDC,True,36,33,3,simplified_to_triangle
ABDADCBCDCDC,True,36,33,3,simplified_to_triangle
ABDADCBDABDC,True,36,33,3,simplified_to_triangle
ABDADCBDADBC,True,36,33,3,simplified_to_triangle
ABDADCBDBADC,True,36,33,3,simplified_to_triangle
ABDADCBDBCDC,True,36,33,3,simplified_to_triangle
ABDADCDABDBC,True,36,33,3,simplified_to_triangle
ABDADCDBABDC,True,36,33,3,simplified_to_triangle
ABDADCDBADBC,True,36,33,3,simplified_to_triangle
ABDADCDCADAC,True,36,33,3,simplified_to_triangle
ABDADCDCBDBC,True,36,33,3,simplified_to_triangle
ABDADCDCDCBC,True,36,33,3,simplified_to_triangle
ABDBABDCDADC,True,36,33,3,simplified_to_triangle
ABDBABDCDCDC,True,36,33,3,simplified_to_triangle
ABDBACACADAC,True,36,33,3,simplified_to_triangle
ABDBACACBDBC,True,36,33,3,simplified_to_triangle
ABDBACADACBC,True,36,33,3,simplified_to_triangle
ABDBACBCBCDC,True,36,33,3,simplified_to_triangle
ABDBACBCBDBC,True,36,33,3,simplified_to_triangle
ABDBACDADCDC,True,36,33,3,simplified_to_triangle
ABDBACDBDCDC,True,36,33,3,simplified_to_triangle
ABDBCACACBDC,True,36,33,3,simplified_to_triangle
ABDBCACADCAC,True,36,33,3,simplified_to_triangle
ABDBCACADCBC,True,36,33,3,simplified_to_triangle
ABDBCACDACAC,True,36,33,3,simplified_to_triangle
ABDBCACDACBC,True,36,33,3,simplified_to_triangle
ABDBCACDCDCD,True,36,33,3,simplified_to_triangle
ABDBCADABDCD,True,36,33,3,simplified_to_triangle
ABDBCADACDCD,True,36,33,3,simplified_to_triangle
ABDBCADBDACD,True,36,33,3,simplified_to_triangle
ABDBCBCADCAC,True,36,33,3,simplified_to_triangle
ABDBCBCADCBC,True,36,33,3,simplified_to_triangle
ABDBCBCDACAC,True,36,33,3,simplified_to_triangle
ABDBCBCDACBC,True,36,33,3,simplified_to_triangle
ABDBCBDADBDC,True,36,33,3,simplified_to_triangle
ABDBCBDBCDCD,True,36,33,3,simplified_to_triangle
ABDBCBDCBCBC,True,36,33,3,simplified_to_triangle
ABDBCBDCDCDC,True,36,33,3,simplified_to_triangle
ABDBCDBADACD,True,36,33,3,simplified_to_triangle
ABDBCDBADBDC,True,36,33,3,simplified_to_triangle
ABDBCDBCDCDC,True,36,33,3,simplified_to_triangle
ABDBCDBDABDC,True,36,33,3,simplified_to_triangle
ABDBCDBDADBC,True,36,33,3,simplified_to_triangle
ABDBCDBDCBDB,True,36,33,3,simplified_to_triangle
ABDBCDCADACD,True,36,33,3,simplified_to_triangle
ABDBCDCBDBCD,True,36,33,3,simplified_to_triangle
ABDBCDCDCACD,True,36,33,3,simplified_to_triangle
ABDBCDCDCBDB,True,36,33,3,simplified_to_triangle
ABDBCDCDCBDC,True,36,33,3,simplified_to_triangle
ABDBCDCDCDBC,True,36,33,3,simplified_to_triangle
ABDCABDCBCBC,True,36,33,3,simplified_to_triangle
ABDCABDCDADC,True,36,33,3,simplified_to_triangle
ABDCABDCDBDC,True,36,33,3,simplified_to_triangle
ABDCACACDCAC,True,36,33,3,simplified_to_triangle
ABDCACADCDCD,True,36,33,3,simplified_to_triangle
ABDCACBCBCDB,True,36,33,3,simplified_to_triangle
ABDCACDACDCD,True,36,33,3,simplified_to_triangle
ABDCACDADBDC,True,36,33,3,simplified_to_triangle
ABDCACDADCDC,True,36,33,3,simplified_to_triangle
ABDCACDBDADC,True,36,33,3,simplified_to_triangle
ABDCACDCDCBD,True,36,33,3,simplified_to_triangle
ABDCACDCDCDB,True,36,33,3,simplified_to_triangle
ABDCACDCDCDC,True,36,33,3,simplified_to_triangle
ABDCADABDCBD,True,36,33,3,simplified_to_triangle
ABDCADABDCDB,True,36,33,3,simplified_to_triangle
ABDCADACDCAD,True,36,33,3,simplified_to_triangle
ABDCADACDCBD,True,36,33,3,simplified_to_triangle
ABDCADACDCDB,True,36,33,3,simplified_to_triangle
ABDCADBCDADC,True,36,33,3,simplified_to_triangle
ABDCADBCDBDC,True,36,33,3,simplified_to_triangle
ABDCADBDACBD,True,36,33,3,simplified_to_triangle
ABDCADBDACDB,True,36,33,3,simplified_to_triangle
ABDCBCBDCDCD,True,36,33,3,simplified_to_triangle
ABDCBCDADBDC,True,36,33,3,simplified_to_triangle
ABDCBCDBCDCD,True,36,33,3,simplified_to_triangle
ABDCBCDBDADC,True,36,33,3,simplified_to_triangle
ABDCBCDCBCBC,True,36,33,3,simplified_to_triangle
ABDCBCDCDCAD,True,36,33,3,simplified_to_triangle
ABDCBCDCDCDC,True,36,33,3,simplified_to_triangle
ABDCBDACDADC,True,36,33,3,simplified_to_triangle
ABDCBDACDBDC,True,36,33,3,simplified_to_triangle
ABDCBDADBCAD,True,36,33,3,simplified_to_triangle
ABDCBDBCDCAD,True,36,33,3,simplified_to_triangle
ABDCBDBCDCBD,True,36,33,3,simplified_to_triangle
ABDCBDBCDCDB,True,36,33,3,simplified_to_triangle
ABDCDADBDCAC,True,36,33,3,simplified_to_triangle
ABDCDADBDCBC,True,36,33,3,simplified_to_triangle
ABDCDADCACDC,True,36,33,3,simplified_to_triangle
ABDCDADCADBC,True,36,33,3,simplified_to_triangle
ABDCDADCBDAC,True,36,33,3,simplified_to_triangle
ABDCDADCDBAC,True,36,33,3,simplified_to_triangle
ABDCDBACDADC,True,36,33,3,simplified_to_triangle
ABDCDBACDBDC,True,36,33,3,simplified_to_triangle
ABDCDBADACBD,True,36,33,3,simplified_to_triangle
ABDCDBDADCAC,True,36,33,3,simplified_to_triangle
ABDCDBDADCBC,True,36,33,3,simplified_to_triangle
ABDCDBDCADBC,True,36,33,3,simplified_to_triangle
ABDCDBDCBDAC,True,36,33,3,simplified_to_triangle
ABDCDBDCDBAC,True,36,33,3,simplified_to_triangle
ABDCDCADACAD,True,36,33,3,simplified_to_triangle
ABDCDCADACBD,True,36,33,3,simplified_to_triangle
ABDCDCADCACD,True,36,33,3,simplified_to_triangle
ABDCDCBCDBDC,True,36,33,3,simplified_to_triangle
ABDCDCBDBCAD,True,36,33,3,simplified_to_triangle
ABDCDCBDBCBD,True,36,33,3,simplified_to_triangle
ABDCDCBDCBCD,True,36,33,3,simplified_to_triangle
ABDCDCDACACD,True,36,33,3,simplified_to_triangle
ABDCDCDBCBCD,True,36,33,3,simplified_to_triangle
ABDCDCDBDCBC,True,36,33,3,simplified_to_triangle
ABDCDCDCACBD,True,36,33,3,simplified_to_triangle
ABDCDCDCBCAD,True,36,33,3,simplified_to_triangle
ACACADBDCDCD,True,36,33,3,simplified_to_triangle
ACACADCBCBCD,True,36,33,3,simplified_to_triangle
ACACADCDADCD,True,36,33,3,simplified_to_triangle
ACACADCDBDCD,True,36,33,3,simplified_to_triangle
ACACBCACADCD,True,36,33,3,simplified_to_triangle
ACACBCACDACD,True,36,33,3,simplified_to_triangle
ACACBCADCBDC,True,36,33,3,simplified_to_triangle
ACACBCADCDBC,True,36,33,3,simplified_to_triangle
ACACBCBCDBCD,True,36,33,3,simplified_to_triangle
ACACBCBDCADC,True,36,33,3,simplified_to_triangle
ACACBCDACBDC,True,36,33,3,simplified_to_triangle
ACACBCDACDBC,True,36,33,3,simplified_to_triangle
ACACBCDBCADC,True,36,33,3,simplified_to_triangle
ACACBCDCDCBC,True,36,33,3,simplified_to_triangle
ACACBDACACDC,True,36,33,3,simplified_to_triangle
ACACBDADCDCD,True,36,33,3,simplified_to_triangle
ACACBDBCBCDC,True,36,33,3,simplified_to_triangle
ACACBDBCBDBC,True,36,33,3,simplified_to_triangle
ACACBDCACADC,True,36,33,3,simplified_to_triangle
ACACBDCBCBDC,True,36,33,3,simplified_to_triangle
ACACBDCBCDBC,True,36,33,3,simplified_to_triangle
ACACDACBCBCD,True,36,33,3,simplified_to_triangle
ACACDACDADCD,True,36,33,3,simplified_to_triangle
ACACDACDBDCD,True,36,33,3,simplified_to_triangle
ACACDACDCDBD,True,36,33,3,simplified_to_triangle
ACACDADBCDCD,True,36,33,3,simplified_to_triangle
ACACDADBDCBD,True,36,33,3,simplified_to_triangle
ACACDBCBCBDC,True,36,33,3,simplified_to_triangle
ACACDBDACDCD,True,36,33,3,simplified_to_triangle
ACACDBDADCBD,True,36,33,3,simplified_to_triangle
ACACDBDADCDC,True,36,33,3,simplified_to_triangle
ACACDBDCDBDC,True,36,33,3,simplified_to_triangle
ACACDCBCBCAD,True,36,33,3,simplified_to_triangle
ACACDCBDADBD,True,36,33,3,simplified_to_triangle
ACACDCBDCDCD,True,36,33,3,simplified_to_triangle
ACACDCDBCDCD,True,36,33,3,simplified_to_triangle
ACACDCDBDCDC,True,36,33,3,simplified_to_triangle
ACACDCDCDCBD,True,36,33,3,simplified_to_triangle
ACADACBCBCAD,True,36,33,3,simplified_to_triangle
ACADACDADCAD,True,36,33,3,simplified_to_triangle
ACADACDBDCAD,True,36,33,3,simplified_to_triangle
ACADACDCADBD,True,36,33,3,simplified_to_triangle
ACADACDCBDCD,True,36,33,3,simplified_to_triangle
ACADACDCDBCD,True,36,33,3,simplified_to_triangle
ACADBCDADCBD,True,36,33,3,simplified_to_triangle
ACADBCDBDCBD,True,36,33,3,simplified_to_triangle
ACADCACBCACD,True,36,33,3,simplified_to_triangle
ACADCBCACBCD,True,36,33,3,simplified_to_triangle
ACADCBCDBDCD,True,36,33,3,simplified_to_triangle
ACADCBDCBDCD,True,36,33,3,simplified_to_triangle
ACADCBDCDBCD,True,36,33,3,simplified_to_triangle
ACADCDBCBDCD,True,36,33,3,simplified_to_triangle
ACADCDCBCDCD,True,36,33,3,simplified_to_triangle
ACBCACBCADCD,True,36,33,3,simplified_to_triangle
ACBCACBCDACD,True,36,33,3,simplified_to_triangle
ACBCACBDCBDC,True,36,33,3,simplified_to_triangle
ACBCACBDCDBC,True,36,33,3,simplified_to_triangle
ACBCACDBCBDC,True,36,33,3,simplified_to_triangle
ACBCACDCACDC,True,36,33,3,simplified_to_triangle
ACBCACDCBCDC,True,36,33,3,simplified_to_triangle
ACBCADCDADCD,True,36,33,3,simplified_to_triangle
ACBCADCDBDCD,True,36,33,3,simplified_to_triangle
ACBCBCACBDCD,True,36,33,3,simplified_to_triangle
ACBCBCACDBCD,True,36,33,3,simplified_to_triangle
ACBCBCACDCDC,True,36,33,3,simplified_to_triangle
ACBCBCADCACD,True,36,33,3,simplified_to_triangle
ACBCBCDACBDC,True,36,33,3,simplified_to_triangle
ACBCBCDACDBC,True,36,33,3,simplified_to_triangle
ACBCBCDBCADC,True,36,33,3,simplified_to_triangle
ACBCBCDBCBCD,True,36,33,3,simplified_to_triangle
ACBCBCDCBCBD,True,36,33,3,simplified_to_triangle
ACBCBDCBDCBC,True,36,33,3,simplified_to_triangle
ACBCBDCDBCBC,True,36,33,3,simplified_to_triangle
ACBCBDCDCDBD,True,36,33,3,simplified_to_triangle
ACBCDACDADCD,True,36,33,3,simplified_to_triangle
ACBCDACDBDCD,True,36,33,3,simplified_to_triangle
ACBCDADBDCBD,True,36,33,3,simplified_to_triangle
ACBCDBCBDCBC,True,36,33,3,simplified_to_triangle
ACBCDBCDCDBD,True,36,33,3,simplified_to_triangle
ACBCDBDADCBD,True,36,33,3,simplified_to_triangle
ACBCDBDCADCD,True,36,33,3,simplified_to_triangle
ACBCDBDCDACD,True,36,33,3,simplified_to_triangle
ACBCDBDCDADC,True,36,33,3,simplified_to_triangle
ACBCDBDCDBCD,True,36,33,3,simplified_to_triangle
ACBCDBDCDCAD,True,36,33,3,simplified_to_triangle
ACBCDBDCDCBD,True,36,33,3,simplified_to_triangle
ACBCDCACDCBC,True,36,33,3,simplified_to_triangle
ACBCDCBCDCBC,True,36,33,3,simplified_to_triangle
ACBCDCBDADBD,True,36,33,3,simplified_to_triangle
ACBCDCDCADBD,True,36,33,3,simplified_to_triangle
ACBDACDADBDC,True,36,33,3,simplified_to_triangle
ACBDACDADCBD,True,36,33,3,simplified_to_triangle
ACBDACDBDADC,True,36,33,3,simplified_to_triangle
ACBDACDBDCBD,True,36,33,3,simplified_to_triangle
ACBDACDCDADC,True,36,33,3,simplified_to_triangle
ACBDADBCADBD,True,36,33,3,simplified_to_triangle
ACBDADBCDCAD,True,36,33,3,simplified_to_triangle
ACBDADBCDCDC,True,36,33,3,simplified_to_triangle
ACBDADBDACDC,True,36,33,3,simplified_to_triangle
ACBDADCDCADC,True,36,33,3,simplified_to_triangle
ACBDBCDADCAD,True,36,33,3,simplified_to_triangle
ACBDBCDBDCAD,True,36,33,3,simplified_to_triangle
ACBDBCDCADBD,True,36,33,3,simplified_to_triangle
ACBDBCDCBDCD,True,36,33,3,simplified_to_triangle
ACBDBCDCDADC,True,36,33,3,simplified_to_triangle
ACBDBCDCDBCD,True,36,33,3,simplified_to_triangle
ACBDCADACDCD,True,36,33,3,simplified_to_triangle
ACBDCADCDADC,True,36,33,3,simplified_to_triangle
ACBDCADCDCAD,True,36,33,3,simplified_to_triangle
ACBDCBDBCDCD,True,36,33,3,simplified_to_triangle
ACBDCBDCADCD,True,36,33,3,simplified_to_triangle
ACBDCBDCDACD,True,36,33,3,simplified_to_triangle
ACBDCBDCDADC,True,36,33,3,simplified_to_triangle
ACBDCDACDCAD,True,36,33,3,simplified_to_triangle
ACBDCDADCBDC,True,36,33,3,simplified_to_triangle
ACBDCDADCDBC,True,36,33,3,simplified_to_triangle
ACBDCDBCADCD,True,36,33,3,simplified_to_triangle
ACBDCDBCDACD,True,36,33,3,simplified_to_triangle
ACBDCDBCDADC,True,36,33,3,simplified_to_triangle
ACBDCDBDCBDC,True,36,33,3,simplified_to_triangle
ACBDCDBDCDBC,True,36,33,3,simplified_to_triangle
ACBDCDCADACD,True,36,33,3,simplified_to_triangle
ACBDCDCBDBCD,True,36,33,3,simplified_to_triangle
ACDACDADCADC,True,36,33,3,simplified_to_triangle
ACDACDBCBDCD,True,36,33,3,simplified_to_triangle
ACDACDBCDADC,True,36,33,3,simplified_to_triangle
ACDACDBCDBCD,True,36,33,3,simplified_to_triangle
ACDACDBCDCAD,True,36,33,3,simplified_to_triangle
ACDACDBDCADC,True,36,33,3,simplified_to_triangle
ACDACDBDCBCD,True,36,33,3,simplified_to_triangle
ACDACDCADBDC,True,36,33,3,simplified_to_triangle
ACDACDCBCDCD,True,36,33,3,simplified_to_triangle
ACDACDCBDADC,True,36,33,3,simplified_to_triangle
ACDACDCBDCDC,True,36,33,3,simplified_to_triangle
ACDACDCDBCDC,True,36,33,3,simplified_to_triangle
ACDADBDCBCBD,True,36,33,3,simplified_to_triangle
ACDADCADBCBD,True,36,33,3,simplified_to_triangle
ACDADCADCBCD,True,36,33,3,simplified_to_triangle
ACDADCBCDBDC,True,36,33,3,simplified_to_triangle
ACDADCBDACDC,True,36,33,3,simplified_to_triangle
ACDADCBDBCDC,True,36,33,3,simplified_to_triangle
ACDADCBDCBDC,True,36,33,3,simplified_to_triangle
ACDADCDBCBDC,True,36,33,3,simplified_to_triangle
ACDADCDCBCDC,True,36,33,3,simplified_to_triangle
ACDBCBDBCDCD,True,36,33,3,simplified_to_triangle
ACDBCBDCADCD,True,36,33,3,simplified_to_triangle
ACDBCDACDCAD,True,36,33,3,simplified_to_triangle
ACDBCDADCBDC,True,36,33,3,simplified_to_triangle
ACDBCDBDCBDC,True,36,33,3,simplified_to_triangle
ACDBCDCBDBCD,True,36,33,3,simplified_to_triangle
ACDBDADCBCBD,True,36,33,3,simplified_to_triangle
ACDBDCADBCBD,True,36,33,3,simplified_to_triangle
ACDBDCADCBCD,True,36,33,3,simplified_to_triangle
ACDBDCBCDBCD,True,36,33,3,simplified_to_triangle
ACDBDCBCDCAD,True,36,33,3,simplified_to_triangle
ACDBDCBCDCBD,True,36,33,3,simplified_to_triangle
ACDCBCBDADBD,True,36,33,3,simplified_to_triangle
ACDCBCBDCDCD,True,36,33,3,simplified_to_triangle
ACDCBCDBCDCD,True,36,33,3,simplified_to_triangle
ACDCBCDBDCDC,True,36,33,3,simplified_to_triangle
ACDCBCDCADCD,True,36,33,3,simplified_to_triangle
ACDCBDBCBDCD,True,36,33,3,simplified_to_triangle
ACDCBDBCDBCD,True,36,33,3,simplified_to_triangle
ACDCBDCBCDBD,True,36,33,3,simplified_to_triangle
ACDCBDCBCDCD,True,36,33,3,simplified_to_triangle
ACDCBDCBDCDC,True,36,33,3,simplified_to_triangle
ACDCBDCDBCDC,True,36,33,3,simplified_to_triangle
ACDCDBCBCDBD,True,36,33,3,simplified_to_triangle
ACDCDBCBCDCD,True,36,33,3,simplified_to_triangle
ACDCDBCBDCDC,True,36,33,3,simplified_to_triangle
ACDCDCBCDCDC,True,36,33,3,simplified_to_triangle
ACDCDCDCBCBD,True,36,33,3,simplified_to_triangle
ADBCBCBDCDCD,True,36,33,3,simplified_to_triangle
ADBCBCDBCDCD,True,36,33,3,simplified_to_triangle
ADBCBDBCDCBD,True,36,33,3,simplified_to_triangle
ADBCDCBDCBCD,True,36,33,3,simplified_to_triangle
ADBCDCDBCBCD,True,36,33,3,simplified_to_triangle
ADBDADCDADCD,True,36,33,3,simplified_to_triangle
ADBDADCDCDCD,True,36,33,3,simplified_to_triangle
ADBDCDBDCDBD,True,36,33,3,simplified_to_triangle
ADBDCDCBCBCD,True,36,33,3,simplified_to_triangle
ADBDCDCDCDBD,True,36,33,3,simplified_to_triangle
ADCBCBCDADCD,True,36,33,3,simplified_to_triangle
ADCBDBCBDBCD,True,36,33,3,simplified_to_triangle
ADCBDCBCBDCD,True,36,33,3,simplified_to_triangle
ADCBDCBCDBCD,True,36,33,3,simplified_to_triangle
ADCDADCDCDCD,True,36,33,3,simplified_to_triangle
ADCDBCBCBDCD,True,36,33,3,simplified_to_triangle
ADCDCBCBCDCD,True,36,33,3,simplified_to_triangle
BCBCBDCDBDCD,True,36,33,3,simplified_to_triangle
BCBCDBCDBDCD,True,36,33,3,simplified_to_triangle
BCBDBCDBDCBD,True,36,33,3,simplified_to_triangle
BCDBCDBDCBDC,True,36,33,3,simplified_to_triangle
BDCDBDCDCDCD,True,36,33,3,simplified_to_triangle
