word,valid_knot,initial_vertices,removed_vertices,final_vertices,result
ABACBCBADCAD,True,36,33,3,simplified_to_triangle
ABACBCBDACAD,True,36,33,3,simplified_to_triangle
ABACBCBDBCBD,True,36,33,3,simplified_to_triangle
ABACBCBDCACD,True,36,33,3,simplified_to_triangle
ABACBCBDCBCD,True,36,33,3,simplified_to_triangle
ABACBCDABCAD,True,36,33,3,simplified_to_triangle
ABACBCDABCDC,True,36,33,3,simplified_to_triangle
ABACBCDACADC,True,36,33,3,simplified_to_triangle
ABACBCDBACAD,True,36,33,3,simplified_to_triangle
ABACBCDBCACD,True,36,33,3,simplified_to_triangle
ABACBCDBCBCD,True,36,33,3,simplified_to_triangle
ABACBCDCABAD,True,36,33,3,simplified_to_triangle
ABACBCDCACDC,True,36,33,3,simplified_to_triangle
ABACBCDCBADC,True,36,33,3,simplified_to_triangle
ABACBDABACDC,True,36,33,3,simplified_to_triangle
ABACBDABCABD,True,36,33,3,simplified_to_triangle
ABACBDABCBAD,True,36,33,3,simplified_to_triangle
ABACBDACABDC,True,36,33,3,simplified_to_triangle
ABACBDACACAD,True,36,33,3,simplified_to_triangle
ABACBDACADBC,True,36,33,3,simplified_to_triangle
ABACBDACBADC,True,36,33,3,simplified_to_triangle
ABACBDACBCAD,True,36,33,3,simplified_to_triangle
ABACBDBABDBC,True,36,33,3,simplified_to_triangle
ABACBDBACABD,True,36,33,3,simplified_to_triangle
ABACBDBACBAD,True,36,33,3,simplified_to_triangle
ABACBDBCACBD,True,36,33,3,simplified_to_triangle
ABACBDBCBCBD,True,36,33,3,simplified_to_triangle
ABACBDBCBDBC,True,36,33,3,simplified_to_triangle
ABACBDCACBDC,True,36,33,3,simplified_to_triangle
ABACBDCACDBC,True,36,33,3,simplified_to_triangle
ABACBDCBCBDC,True,36,33,3,simplified_to_triangle
ABACBDCBCDBC,True,36,33,3,simplified_to_triangle
ABACDABCABDC,True,36,33,3,simplified_to_triangle
ABACDABCACAD,True,36,33,3,simplified_to_triangle
ABACDABCBADC,True,36,33,3,simplified_to_triangle
ABACDABCBCAD,True,36,33,3,simplified_to_triangle
ABACDABDADCD,True,36,33,3,simplified_to_triangle
ABACDACACADC,True,36,33,3,simplified_to_triangle
ABACDACBCADC,True,36,33,3,simplified_to_triangle
ABACDACDCDCD,True,36,33,3,simplified_to_triangle
ABACDADBADCD,True,36,33,3,simplified_to_triangle
ABACDADBDACD,True,36,33,3,simplified_to_triangle
ABACDADCDCBD,True,36,33,3,simplified_to_triangle
ABACDBABCABD,True,36,33,3,simplified_to_triangle
ABACDBABCBAD,True,36,33,3,simplified_to_triangle
ABACDBACABDC,True,36,33,3,simplified_to_triangle
ABACDBACACAD,True,36,33,3,simplified_to_triangle
ABACDBACBCAD,True,36,33,3,simplified_to_triangle
ABACDBCACBDC,True,36,33,3,simplified_to_triangle
ABACDBCBCBDC,True,36,33,3,simplified_to_triangle
ABACDBDADBDC,True,36,33,3,simplified_to_triangle
ABACDBDCDCBD,True,36,33,3,simplified_to_triangle
ABACDBDCDCDC,True,36,33,3,simplified_to_triangle
ABACDCABCBCD,True,36,33,3,simplified_to_triangle
ABACDCACACDC,True,36,33,3,simplified_to_triangle
ABACDCBABCBD,True,36,33,3,simplified_to_triangle
ABACDCBACBCD,True,36,33,3,simplified_to_triangle
ABACDCDADCBD,True,36,33,3,simplified_to_triangle
ABACDCDBDCBD,True,36,33,3,simplified_to_triangle
ABACDCDCADCD,True,36,33,3,simplified_to_triangle
ABACDCDCDACD,True,36,33,3,simplified_to_triangle
ABADABCDBDCD,True,36,33,3,simplified_to_triangle
ABADABCDCDCD,True,36,33,3,simplified_to_triangle
ABADACBABCAD,True,36,33,3,simplified_to_triangle
ABADACDADCAD,True,36,33,3,simplified_to_triangle
ABADACDCDCAD,True,36,33,3,simplified_to_triangle
ABADCACACBCD,True,36,33,3,simplified_to_triangle
ABADCADACDCD,True,36,33,3,simplified_to_triangle
ABADCBADBDCD,True,36,33,3,simplified_to_triangle
ABADCBCDCDCD,True,36,33,3,simplified_to_triangle
ABADCBDABDCD,True,36,33,3,simplified_to_triangle
ABADCBDADBCD,True,36,33,3,simplified_to_triangle
ABADCBDBADCD,True,36,33,3,simplified_to_triangle
ABADCBDBCDCD,True,36,33,3,simplified_to_triangle
ABADCDBABDCD,True,36,33,3,simplified_to_triangle
ABCABCACBDCD,True,36,33,3,simplified_to_triangle
ABCABCACDBCD,True,36,33,3,simplified_to_triangle
ABCABCADCADC,True,36,33,3,simplified_to_triangle
ABCABCADCDAC,True,36,33,3,simplified_to_triangle
ABCABCBCADCD,True,36,33,3,simplified_to_triangle
ABCABCBCDACD,True,36,33,3,simplified_to_triangle
ABCABCBDCBDC,True,36,33,3,simplified_to_triangle
ABCABCBDCDBC,True,36,33,3,simplified_to_triangle
ABCABCDACADC,True,36,33,3,simplified_to_triangle
ABCABCDACDAC,True,36,33,3,simplified_to_triangle
ABCABCDBCBDC,True,36,33,3,simplified_to_triangle
ABCABCDBCDBC,True,36,33,3,simplified_to_triangle
ABCABCDCACDC,True,36,33,3,simplified_to_triangle
ABCABCDCADCB,True,36,33,3,simplified_to_triangle
ABCABCDCBCDC,True,36,33,3,simplified_to_triangle
ABCABCDCDACB,True,36,33,3,simplified_to_triangle
ABCABDABCDCB,True,36,33,3,simplified_to_triangle
ABCABDACABDB,True,36,33,3,simplified_to_triangle
ABCABDACBABD,True,36,33,3,simplified_to_triangle
ABCABDACBADB,True,36,33,3,simplified_to_triangle
ABCABDADCDBD,True,36,33,3,simplified_to_triangle
ABCABDBABCAD,True,36,33,3,simplified_to_triangle
ABCABDBABDCB,True,36,33,3,simplified_to_triangle
ABCABDBACDCB,True,36,33,3,simplified_to_triangle
ABCABDCABDCB,True,36,33,3,simplified_to_triangle
ABCABDCACBDB,True,36,33,3,simplified_to_triangle
ABCABDCADBCB,True,36,33,3,simplified_to_triangle
ABCABDCADCBC,True,36,33,3,simplified_to_triangle
ABCABDCBABCD,True,36,33,3,simplified_to_triangle
ABCABDCBADCB,True,36,33,3,simplified_to_triangle
ABCABDCBCBDB,True,36,33,3,simplified_to_triangle
ABCABDCBDACB,True,36,33,3,simplified_to_triangle
ABCABDCBDCAC,True,36,33,3,simplified_to_triangle
ABCABDCDABCB,True,36,33,3,simplified_to_triangle
ABCABDCDACBC,True,36,33,3,simplified_to_triangle
ABCABDCDADCD,True,36,33,3,simplified_to_triangle
ABCABDCDBACB,True,36,33,3,simplified_to_triangle
ABCABDCDBCAC,True,36,33,3,simplified_to_triangle
ABCABDCDBDCD,True,36,33,3,simplified_to_triangle
ABCACABCDCBD,True,36,33,3,simplified_to_triangle
ABCACABCDCDB,True,36,33,3,simplified_to_triangle
ABCACABCDCDC,True,36,33,3,simplified_to_triangle
ABCACABDBCDC,True,36,33,3,simplified_to_triangle
ABCACABDCBDB,True,36,33,3,simplified_to_triangle
ABCACACDABCD,True,36,33,3,simplified_to_triangle
ABCACACDACAD,True,36,33,3,simplified_to_triangle
ABCACACDCACD,True,36,33,3,simplified_to_triangle
ABCACACDCBAD,True,36,33,3,simplified_to_triangle
ABCACACDCBDC,True,36,33,3,simplified_to_triangle
ABCACACDCDBC,True,36,33,3,simplified_to_triangle
ABCACADACABD,True,36,33,3,simplified_to_triangle
ABCACADACADB,True,36,33,3,simplified_to_triangle
ABCACADACBAD,True,36,33,3,simplified_to_triangle
ABCACADBCBDB,True,36,33,3,simplified_to_triangle
ABCACADCACBD,True,36,33,3,simplified_to_triangle
ABCACADCACDB,True,36,33,3,simplified_to_triangle
ABCACADCADAC,True,36,33,3,simplified_to_triangle
ABCACADCBCBD,True,36,33,3,simplified_to_triangle
ABCACADCBCDB,True,36,33,3,simplified_to_triangle
ABCACADCBDBC,True,36,33,3,simplified_to_triangle
ABCACADCDCBC,True,36,33,3,simplified_to_triangle
ABCACBABCDCD,True,36,33,3,simplified_to_triangle
ABCACBABDBCD,True,36,33,3,simplified_to_triangle
ABCACBABDCDC,True,36,33,3,simplified_to_triangle
ABCACBACDCBD,True,36,33,3,simplified_to_triangle
ABCACBACDCDC,True,36,33,3,simplified_to_triangle
ABCACBCDCBDC,True,36,33,3,simplified_to_triangle
ABCACBCDCDBC,True,36,33,3,simplified_to_triangle
ABCACBDABCDC,True,36,33,3,simplified_to_triangle
ABCACBDACBDB,True,36,33,3,simplified_to_triangle
ABCACBDACDCB,True,36,33,3,simplified_to_triangle
ABCACBDBABCD,True,36,33,3,simplified_to_triangle
ABCACBDBACDC,True,36,33,3,simplified_to_triangle
ABCACBDBCABD,True,36,33,3,simplified_to_triangle
ABCACBDBCADB,True,36,33,3,simplified_to_triangle
ABCACBDBCBAD,True,36,33,3,simplified_to_triangle
ABCACBDBCDCB,True,36,33,3,simplified_to_triangle
ABCACBDCABDC,True,36,33,3,simplified_to_triangle
ABCACBDCACAD,True,36,33,3,simplified_to_triangle
ABCACBDCADBC,True,36,33,3,simplified_to_triangle
ABCACBDCADCB,True,36,33,3,simplified_to_triangle
ABCACBDCBADC,True,36,33,3,simplified_to_triangle
ABCACBDCBCAD,True,36,33,3,simplified_to_triangle
ABCACBDCBDAC,True,36,33,3,simplified_to_triangle
ABCACBDCBDCB,True,36,33,3,simplified_to_triangle
ABCACBDCDBAC,True,36,33,3,simplified_to_triangle
ABCACBDCDBCB,True,36,33,3,simplified_to_triangle
ABCACBDCDCBC,True,36,33,3,simplified_to_triangle
ABCACDABCBDB,True,36,33,3,simplified_to_triangle
ABCACDACACBD,True,36,33,3,simplified_to_triangle
ABCACDACACDB,True,36,33,3,simplified_to_triangle
ABCACDACADAC,True,36,33,3,simplified_to_triangle
ABCACDACBCBD,True,36,33,3,simplified_to_triangle
ABCACDACBCDB,True,36,33,3,simplified_to_triangle
ABCACDACBDBC,True,36,33,3,simplified_to_triangle
ABCACDACDBCB,True,36,33,3,simplified_to_triangle
ABCACDACDCBC,True,36,33,3,simplified_to_triangle
ABCACDADBDCD,True,36,33,3,simplified_to_triangle
ABCACDADCDCD,True,36,33,3,simplified_to_triangle
ABCACDBABCDC,True,36,33,3,simplified_to_triangle
ABCACDBACBDB,True,36,33,3,simplified_to_triangle
ABCACDBACDCB,True,36,33,3,simplified_to_triangle
ABCACDBCABDC,True,36,33,3,simplified_to_triangle
ABCACDBCACAD,True,36,33,3,simplified_to_triangle
ABCACDBCADBC,True,36,33,3,simplified_to_triangle
ABCACDBCBADC,True,36,33,3,simplified_to_triangle
ABCACDBCBCAD,True,36,33,3,simplified_to_triangle
ABCACDBCBDAC,True,36,33,3,simplified_to_triangle
ABCACDBCBDCB,True,36,33,3,simplified_to_triangle
ABCACDBCDBAC,True,36,33,3,simplified_to_triangle
ABCACDBCDBCB,True,36,33,3,simplified_to_triangle
ABCACDBCDCBC,True,36,33,3,simplified_to_triangle
ABCACDBDADCD,True,36,33,3,simplified_to_triangle
ABCACDCABDCB,True,36,33,3,simplified_to_triangle
ABCACDCACADC,True,36,33,3,simplified_to_triangle
ABCACDCACDAC,True,36,33,3,simplified_to_triangle
ABCACDCADBCB,True,36,33,3,simplified_to_triangle
ABCACDCADCBC,True,36,33,3,simplified_to_triangle
ABCACDCBABDB,True,36,33,3,simplified_to_triangle
ABCACDCBCADC,True,36,33,3,simplified_to_triangle
ABCACDCBCDAC,True,36,33,3,simplified_to_triangle
ABCACDCBCDCB,True,36,33,3,simplified_to_triangle
ABCACDCBDBCB,True,36,33,3,simplified_to_triangle
ABCACDCBDCBC,True,36,33,3,simplified_to_triangle
ABCACDCDABCB,True,36,33,3,simplified_to_triangle
ABCACDCDACBC,True,36,33,3,simplified_to_triangle
ABCACDCDBCBC,True,36,33,3,simplified_to_triangle
ABCACDCDCDBD,True,36,33,3,simplified_to_triangle
ABCADABCBABD,True,36,33,3,simplified_to_triangle
ABCADABCBADB,True,36,33,3,simplified_to_triangle
ABCADABDCDBD,True,36,33,3,simplified_to_triangle
ABCADACACABD,True,36,33,3,simplified_to_triangle
ABCADACACADB,True,36,33,3,simplified_to_triangle
ABCADACADACB,True,36,33,3,simplified_to_triangle
ABCADACADCAC,True,36,33,3,simplified_to_triangle
ABCADACBCABD,True,36,33,3,simplified_to_triangle
ABCADACBCADB,True,36,33,3,simplified_to_triangle
ABCADACBCBAD,True,36,33,3,simplified_to_triangle
ABCADACBDBCB,True,36,33,3,simplified_to_triangle
ABCADACBDCBC,True,36,33,3,simplified_to_triangle
ABCADACDACAC,True,36,33,3,simplified_to_triangle
ABCADACDBCBC,True,36,33,3,simplified_to_triangle
ABCADACDCDBD,True,36,33,3,simplified_to_triangle
ABCADBABCDCB,True,36,33,3,simplified_to_triangle
ABCADBACABDB,True,36,33,3,simplified_to_triangle
ABCADBADCDBD,True,36,33,3,simplified_to_triangle
ABCADBCABDCB,True,36,33,3,simplified_to_triangle
ABCADBCACBDB,True,36,33,3,simplified_to_triangle
ABCADBCADBCB,True,36,33,3,simplified_to_triangle
ABCADBCADCBC,True,36,33,3,simplified_to_triangle
ABCADBCBABCD,True,36,33,3,simplified_to_triangle
ABCADBCBADCB,True,36,33,3,simplified_to_triangle
ABCADBCBCBDB,True,36,33,3,simplified_to_triangle
ABCADBCBDACB,True,36,33,3,simplified_to_triangle
ABCADBCBDCAC,True,36,33,3,simplified_to_triangle
ABCADBCDABCB,True,36,33,3,simplified_to_triangle
ABCADBCDACBC,True,36,33,3,simplified_to_triangle
ABCADBCDADCD,True,36,33,3,simplified_to_triangle
ABCADBCDBCAC,True,36,33,3,simplified_to_triangle
ABCADBCDBDCD,True,36,33,3,simplified_to_triangle
ABCADBDACDBD,True,36,33,3,simplified_to_triangle
ABCADBDADCAD,True,36,33,3,simplified_to_triangle
ABCADCACADCB,True,36,33,3,simplified_to_triangle
ABCADCACDACB,True,36,33,3,simplified_to_triangle
ABCADCACDCAC,True,36,33,3,simplified_to_triangle
ABCADCADCBAC,True,36,33,3,simplified_to_triangle
ABCADCBCABCD,True,36,33,3,simplified_to_triangle
ABCADCBCADCB,True,36,33,3,simplified_to_triangle
ABCADCBCBACD,True,36,33,3,simplified_to_triangle
ABCADCBCDACB,True,36,33,3,simplified_to_triangle
ABCADCBCDCAC,True,36,33,3,simplified_to_triangle
ABCADCDACBAC,True,36,33,3,simplified_to_triangle
ABCADCDCABCB,True,36,33,3,simplified_to_triangle
ABCADCDCACBC,True,36,33,3,simplified_to_triangle
ABCADCDCBCBC,True,36,33,3,simplified_to_triangle
ABCADCDCDCAD,True,36,33,3,simplified_to_triangle
ABCBABCBADCD,True,36,33,3,simplified_to_triangle
ABCBABCBDACD,True,36,33,3,simplified_to_triangle
ABCBABCDABCD,True,36,33,3,simplified_to_triangle
ABCBABCDACDC,True,36,33,3,simplified_to_triangle
ABCBABCDBACD,True,36,33,3,simplified_to_triangle
ABCBABCDCABD,True,36,33,3,simplified_to_triangle
ABCBABCDCADB,True,36,33,3,simplified_to_triangle
ABCBABCDCBAD,True,36,33,3,simplified_to_triangle
ABCBABCDCDCB,True,36,33,3,simplified_to_triangle
ABCBABDBACAD,True,36,33,3,simplified_to_triangle
ABCBABDBCACD,True,36,33,3,simplified_to_triangle
ABCBABDBCBCD,True,36,33,3,simplified_to_triangle
ABCBACACBDCD,True,36,33,3,simplified_to_triangle
ABCBACACDBCD,True,36,33,3,simplified_to_triangle
ABCBACADCADC,True,36,33,3,simplified_to_triangle
ABCBACADCDAC,True,36,33,3,simplified_to_triangle
ABCBACBCADCD,True,36,33,3,simplified_to_triangle
ABCBACBCDACD,True,36,33,3,simplified_to_triangle
ABCBACBDCBDC,True,36,33,3,simplified_to_triangle
ABCBACBDCDBC,True,36,33,3,simplified_to_triangle
ABCBACDACADC,True,36,33,3,simplified_to_triangle
ABCBACDBCBDC,True,36,33,3,simplified_to_triangle
ABCBACDCACDC,True,36,33,3,simplified_to_triangle
ABCBACDCBCDC,True,36,33,3,simplified_to_triangle
ABCBADCBABCD,True,36,33,3,simplified_to_triangle
ABCBADCDADCD,True,36,33,3,simplified_to_triangle
ABCBADCDBDCD,True,36,33,3,simplified_to_triangle
ABCBCABCDCAD,True,36,33,3,simplified_to_triangle
ABCBCABCDCDC,True,36,33,3,simplified_to_triangle
ABCBCABDACDC,True,36,33,3,simplified_to_triangle
ABCBCABDCBDB,True,36,33,3,simplified_to_triangle
ABCBCACDCADC,True,36,33,3,simplified_to_triangle
ABCBCACDCDAC,True,36,33,3,simplified_to_triangle
ABCBCADABCDC,True,36,33,3,simplified_to_triangle
ABCBCADACABD,True,36,33,3,simplified_to_triangle
ABCBCADACADB,True,36,33,3,simplified_to_triangle
ABCBCADBACDC,True,36,33,3,simplified_to_triangle
ABCBCADBCBDB,True,36,33,3,simplified_to_triangle
ABCBCADCABDC,True,36,33,3,simplified_to_triangle
ABCBCADCACBD,True,36,33,3,simplified_to_triangle
ABCBCADCACDB,True,36,33,3,simplified_to_triangle
ABCBCADCADBC,True,36,33,3,simplified_to_triangle
ABCBCADCBADC,True,36,33,3,simplified_to_triangle
ABCBCADCBCBD,True,36,33,3,simplified_to_triangle
ABCBCADCBCDB,True,36,33,3,simplified_to_triangle
ABCBCADCBDAC,True,36,33,3,simplified_to_triangle
ABCBCADCDBAC,True,36,33,3,simplified_to_triangle
ABCBCADCDCAC,True,36,33,3,simplified_to_triangle
ABCBCBABDBCD,True,36,33,3,simplified_to_triangle
ABCBCBACDCAD,True,36,33,3,simplified_to_triangle
ABCBCBACDCDC,True,36,33,3,simplified_to_triangle
ABCBCBDACBDB,True,36,33,3,simplified_to_triangle
ABCBCBDBABCD,True,36,33,3,simplified_to_triangle
ABCBCBDBCABD,True,36,33,3,simplified_to_triangle
ABCBCBDBCADB,True,36,33,3,simplified_to_triangle
ABCBCBDBCBAD,True,36,33,3,simplified_to_triangle
ABCBCBDCACAD,True,36,33,3,simplified_to_triangle
ABCBCBDCADAC,True,36,33,3,simplified_to_triangle
ABCBCBDCBCAD,True,36,33,3,simplified_to_triangle
ABCBCBDCBDBC,True,36,33,3,simplified_to_triangle
ABCBCBDCDCAC,True,36,33,3,simplified_to_triangle
ABCBCDABCBDB,True,36,33,3,simplified_to_triangle
ABCBCDACABDC,True,36,33,3,simplified_to_triangle
ABCBCDACACBD,True,36,33,3,simplified_to_triangle
ABCBCDACACDB,True,36,33,3,simplified_to_triangle
ABCBCDACADBC,True,36,33,3,simplified_to_triangle
ABCBCDACBCBD,True,36,33,3,simplified_to_triangle
ABCBCDACBCDB,True,36,33,3,simplified_to_triangle
ABCBCDACBDAC,True,36,33,3,simplified_to_triangle
ABCBCDACDBAC,True,36,33,3,simplified_to_triangle
ABCBCDACDCAC,True,36,33,3,simplified_to_triangle
ABCBCDADBDCD,True,36,33,3,simplified_to_triangle
ABCBCDBACBDB,True,36,33,3,simplified_to_triangle
ABCBCDBCACAD,True,36,33,3,simplified_to_triangle
ABCBCDBCADAC,True,36,33,3,simplified_to_triangle
ABCBCDBCBCAD,True,36,33,3,simplified_to_triangle
ABCBCDBCBDBC,True,36,33,3,simplified_to_triangle
ABCBCDBCDCAC,True,36,33,3,simplified_to_triangle
ABCBCDBDADCD,True,36,33,3,simplified_to_triangle
ABCBCDCACBDC,True,36,33,3,simplified_to_triangle
ABCBCDCACDBC,True,36,33,3,simplified_to_triangle
ABCBCDCADCAC,True,36,33,3,simplified_to_triangle
ABCBCDCBABDB,True,36,33,3,simplified_to_triangle
ABCBCDCBCBCD,True,36,33,3,simplified_to_triangle
ABCBCDCBCBDC,True,36,33,3,simplified_to_triangle
ABCBCDCBCDBC,True,36,33,3,simplified_to_triangle
ABCBCDCBDCAC,True,36,33,3,simplified_to_triangle
ABCBCDCDACAC,True,36,33,3,simplified_to_triangle
ABCBCDCDBCAC,True,36,33,3,simplified_to_triangle
ABCBDACABDCB,True,36,33,3,simplified_to_triangle
ABCBDACACBDB,True,36,33,3,simplified_to_triangle
ABCBDACADBCB,True,36,33,3,simplified_to_triangle
ABCBDACADCBC,True,36,33,3,simplified_to_triangle
ABCBDACBCBDB,True,36,33,3,simplified_to_triangle
ABCBDACBDCAC,True,36,33,3,simplified_to_triangle
ABCBDACDACBC,True,36,33,3,simplified_to_triangle
ABCBDACDADCD,True,36,33,3,simplified_to_triangle
ABCBDACDBCAC,True,36,33,3,simplified_to_triangle
ABCBDACDBDCD,True,36,33,3,simplified_to_triangle
ABCBDADBDCBD,True,36,33,3,simplified_to_triangle
ABCBDADBDCDB,True,36,33,3,simplified_to_triangle
ABCBDBCACABD,True,36,33,3,simplified_to_triangle
ABCBDBCACADB,True,36,33,3,simplified_to_triangle
ABCBDBCADCAC,True,36,33,3,simplified_to_triangle
ABCBDBCBCABD,True,36,33,3,simplified_to_triangle
ABCBDBCBCADB,True,36,33,3,simplified_to_triangle
ABCBDBCBDBCB,True,36,33,3,simplified_to_triangle
ABCBDBCBDCBC,True,36,33,3,simplified_to_triangle
ABCBDBCDACAC,True,36,33,3,simplified_to_triangle
ABCBDBCDBCBC,True,36,33,3,simplified_to_triangle
ABCBDBCDCDBD,True,36,33,3,simplified_to_triangle
ABCBDCACABCD,True,36,33,3,simplified_to_triangle
ABCBDCACBDCB,True,36,33,3,simplified_to_triangle
ABCBDCACDBCB,True,36,33,3,simplified_to_triangle
ABCBDCACDCBC,True,36,33,3,simplified_to_triangle
ABCBDCBCBDCB,True,36,33,3,simplified_to_triangle
ABCBDCBCDBCB,True,36,33,3,simplified_to_triangle
ABCBDCBCDCBC,True,36,33,3,simplified_to_triangle
ABCBDCBDCBAC,True,36,33,3,simplified_to_triangle
ABCBDCDBCBAC,True,36,33,3,simplified_to_triangle
ABCBDCDCBCAC,True,36,33,3,simplified_to_triangle
ABCBDCDCDCBD,True,36,33,3,simplified_to_triangle
ABCBDCDCDCDB,True,36,33,3,simplified_to_triangle
ABCDABCDACBC,True,36,33,3,simplified_to_triangle
ABCDABCDADCD,True,36,33,3,simplified_to_triangle
ABCDABCDBCAC,True,36,33,3,simplified_to_triangle
ABCDABCDBDCD,True,36,33,3,simplified_to_triangle
ABCDABDACDBD,True,36,33,3,simplified_to_triangle
ABCDABDADCAD,True,36,33,3,simplified_to_triangle
ABCDACACADCB,True,36,33,3,simplified_to_triangle
ABCDACACDCAC,True,36,33,3,simplified_to_triangle
ABCDACADCBAC,True,36,33,3,simplified_to_triangle
ABCDACBCADCB,True,36,33,3,simplified_to_triangle
ABCDACBCBCAD,True,36,33,3,simplified_to_triangle
ABCDACBCDCAC,True,36,33,3,simplified_to_triangle
ABCDACDCACBC,True,36,33,3,simplified_to_triangle
ABCDACDCBCBC,True,36,33,3,simplified_to_triangle
ABCDACDCDCAD,True,36,33,3,simplified_to_triangle
ABCDADBACDBD,True,36,33,3,simplified_to_triangle
ABCDADBADCAD,True,36,33,3,simplified_to_triangle
ABCDADBDACAD,True,36,33,3,simplified_to_triangle
ABCDADBDADCB,True,36,33,3,simplified_to_triangle
ABCDADBDCACD,True,36,33,3,simplified_to_triangle
ABCDADBDCBCD,True,36,33,3,simplified_to_triangle
