word,valid_knot,initial_vertices,removed_vertices,final_vertices,result
ABCBABDCBD,True,30,27,3,simplified_to_triangle
ABCBABDCDB,True,30,27,3,simplified_to_triangle
ABCBADACAD,True,30,27,3,simplified_to_triangle
ABCBADBCBD,True,30,27,3,simplified_to_triangle
ABCBADCACD,True,30,27,3,simplified_to_triangle
ABCBADCBCD,True,30,27,3,simplified_to_triangle
ABCBCABDCD,True,30,27,3,simplified_to_triangle
ABCBCADBCD,True,30,27,3,simplified_to_triangle
ABCBCBADCD,True,30,27,3,simplified_to_triangle
ABCBCBDACD,True,30,27,3,simplified_to_triangle
ABCBCBDCDC,True,30,27,3,simplified_to_triangle
ABCBCDABCD,True,30,27,3,simplified_to_triangle
ABCBCDBACD,True,30,27,3,simplified_to_triangle
ABCBCDBCDC,True,30,27,3,simplified_to_triangle
ABCBCDCABD,True,30,27,3,simplified_to_triangle
ABCBCDCADB,True,30,27,3,simplified_to_triangle
ABCBCDCBAD,True,30,27,3,simplified_to_triangle
ABCBDABCBD,True,30,27,3,simplified_to_triangle
ABCBDABCDB,True,30,27,3,simplified_to_triangle
ABCBDACACD,True,30,27,3,simplified_to_triangle
ABCBDACBCD,True,30,27,3,simplified_to_triangle
ABCBDBACBD,True,30,27,3,simplified_to_triangle
ABCBDBACDB,True,30,27,3,simplified_to_triangle
ABCBDBCDCB,True,30,27,3,simplified_to_triangle
ABCBDCABDB,True,30,27,3,simplified_to_triangle
ABCBDCBABD,True,30,27,3,simplified_to_triangle
ABCBDCBADB,True,30,27,3,simplified_to_triangle
ABCDBABCDB,True,30,27,3,simplified_to_triangle
ABCDBACACD,True,30,27,3,simplified_to_triangle
ABCDBACBCD,True,30,27,3,simplified_to_triangle
ABCDBCABDB,True,30,27,3,simplified_to_triangle
ABCDBDCDBD,True,30,27,3,simplified_to_triangle
ABCDCACABD,True,30,27,3,simplified_to_triangle
ABCDCACADB,True,30,27,3,simplified_to_triangle
ABCDCADCAC,True,30,27,3,simplified_to_triangle
ABCDCBCABD,True,30,27,3,simplified_to_triangle
ABCDCBCADB,True,30,27,3,simplified_to_triangle
ABCDCBCBCD,True,30,27,3,simplified_to_triangle
ABCDCBDCBC,True,30,27,3,simplified_to_triangle
ABCDCDACAC,True,30,27,3,simplified_to_triangle
ABCDCDBCBC,True,30,27,3,simplified_to_triangle
ABCDCDCDBD,True,30,27,3,simplified_to_triangle
ABDACABDAC,True,30,27,3,simplified_to_triangle
ABDACADBAC,True,30,27,3,simplified_to_triangle
ABDACDADCD,True,30,27,3,simplified_to_triangle
ABDACDCDCD,True,30,27,3,simplified_to_triangle
ABDADCBDCD,True,30,27,3,simplified_to_triangle
ABDADCDADC,True,30,27,3,simplified_to_triangle
ABDADCDBCD,True,30,27,3,simplified_to_triangle
ABDADCDCDC,True,30,27,3,simplified_to_triangle
ABDBABDCAC,True,30,27,3,simplified_to_triangle
ABDBACACDC,True,30,27,3,simplified_to_triangle
ABDBACBCDC,True,30,27,3,simplified_to_triangle
ABDBCABDBC,True,30,27,3,simplified_to_triangle
ABDBCBCBDB,True,30,27,3,simplified_to_triangle
ABDBCBDBAC,True,30,27,3,simplified_to_triangle
ABDBCDBDCD,True,30,27,3,simplified_to_triangle
ABDBCDCDCD,True,30,27,3,simplified_to_triangle
ABDCABDCAC,True,30,27,3,simplified_to_triangle
ABDCABDCBC,True,30,27,3,simplified_to_triangle
ABDCACACDC,True,30,27,3,simplified_to_triangle
ABDCACADBC,True,30,27,3,simplified_to_triangle
ABDCACBDAC,True,30,27,3,simplified_to_triangle
ABDCACDBAC,True,30,27,3,simplified_to_triangle
ABDCADBCAC,True,30,27,3,simplified_to_triangle
ABDCADBCBC,True,30,27,3,simplified_to_triangle
ABDCADCDBD,True,30,27,3,simplified_to_triangle
ABDCBCADBC,True,30,27,3,simplified_to_triangle
ABDCBCBDAC,True,30,27,3,simplified_to_triangle
ABDCBCDBAC,True,30,27,3,simplified_to_triangle
ABDCBDACAC,True,30,27,3,simplified_to_triangle
ABDCBDACBC,True,30,27,3,simplified_to_triangle
ABDCDACDBD,True,30,27,3,simplified_to_triangle
ABDCDADCAD,True,30,27,3,simplified_to_triangle
ABDCDBACAC,True,30,27,3,simplified_to_triangle
ABDCDBACBC,True,30,27,3,simplified_to_triangle
ABDCDBDCBD,True,30,27,3,simplified_to_triangle
ABDCDBDCDB,True,30,27,3,simplified_to_triangle
ABDCDCBCBC,True,30,27,3,simplified_to_triangle
ABDCDCDCAD,True,30,27,3,simplified_to_triangle
ABDCDCDCBD,True,30,27,3,simplified_to_triangle
ABDCDCDCDB,True,30,27,3,simplified_to_triangle
ACACADACAD,True,30,27,3,simplified_to_triangle
ACACADBCBD,True,30,27,3,simplified_to_triangle
ACACADCACD,True,30,27,3,simplified_to_triangle
ACACADCBCD,True,30,27,3,simplified_to_triangle
ACACBCDBDC,True,30,27,3,simplified_to_triangle
ACACBDACBD,True,30,27,3,simplified_to_triangle
ACACBDACDC,True,30,27,3,simplified_to_triangle
ACACBDBCAD,True,30,27,3,simplified_to_triangle
ACACBDBCDC,True,30,27,3,simplified_to_triangle
ACACBDCADC,True,30,27,3,simplified_to_triangle
ACACBDCBDC,True,30,27,3,simplified_to_triangle
ACACBDCDBC,True,30,27,3,simplified_to_triangle
ACACDACACD,True,30,27,3,simplified_to_triangle
ACACDACBCD,True,30,27,3,simplified_to_triangle
ACACDBCBDC,True,30,27,3,simplified_to_triangle
ACACDCBCDC,True,30,27,3,simplified_to_triangle
ACADACBCAD,True,30,27,3,simplified_to_triangle
ACADBCACBD,True,30,27,3,simplified_to_triangle
ACADBCBCBD,True,30,27,3,simplified_to_triangle
ACADCBCBCD,True,30,27,3,simplified_to_triangle
ACBCADBCBD,True,30,27,3,simplified_to_triangle
ACBCADCACD,True,30,27,3,simplified_to_triangle
ACBCADCBCD,True,30,27,3,simplified_to_triangle
ACBCBCADCD,True,30,27,3,simplified_to_triangle
ACBCBCDACD,True,30,27,3,simplified_to_triangle
ACBCBCDADC,True,30,27,3,simplified_to_triangle
ACBCBCDBCD,True,30,27,3,simplified_to_triangle
ACBCBCDCAD,True,30,27,3,simplified_to_triangle
ACBCBCDCBD,True,30,27,3,simplified_to_triangle
ACBCBDACBD,True,30,27,3,simplified_to_triangle
ACBCBDBCAD,True,30,27,3,simplified_to_triangle
ACBCDACBCD,True,30,27,3,simplified_to_triangle
ACBDADBDCD,True,30,27,3,simplified_to_triangle
ACBDBCBDBC,True,30,27,3,simplified_to_triangle
ACBDCACBDC,True,30,27,3,simplified_to_triangle
ACBDCACDBC,True,30,27,3,simplified_to_triangle
ACBDCBCBDC,True,30,27,3,simplified_to_triangle
ACBDCBCDBC,True,30,27,3,simplified_to_triangle
ACBDCDADBD,True,30,27,3,simplified_to_triangle
ACBDCDCDCD,True,30,27,3,simplified_to_triangle
ACDADBDADC,True,30,27,3,simplified_to_triangle
ACDADCADBD,True,30,27,3,simplified_to_triangle
ACDADCDCAD,True,30,27,3,simplified_to_triangle
ACDADCDCDC,True,30,27,3,simplified_to_triangle
ACDBCBCBDC,True,30,27,3,simplified_to_triangle
ACDBCDADBD,True,30,27,3,simplified_to_triangle
ACDBCDCDCD,True,30,27,3,simplified_to_triangle
ACDBDADBCD,True,30,27,3,simplified_to_triangle
ACDBDCDCAD,True,30,27,3,simplified_to_triangle
ACDCBCBCDC,True,30,27,3,simplified_to_triangle
ACDCDCADBD,True,30,27,3,simplified_to_triangle
ACDCDCBDCD,True,30,27,3,simplified_to_triangle
ACDCDCDBCD,True,30,27,3,simplified_to_triangle
ADBCDBDCBD,True,30,27,3,simplified_to_triangle
ADBCDCDCBD,True,30,27,3,simplified_to_triangle
ADBDCBCDBD,True,30,27,3,simplified_to_triangle
ADCBDBCDCD,True,30,27,3,simplified_to_triangle
BCBCBDBCBD,True,30,27,3,simplified_to_triangle
BCBCBDCBCD,True,30,27,3,simplified_to_triangle
BCBCDBCBCD,True,30,27,3,simplified_to_triangle
BCDBDCDCBD,True,30,27,3,simplified_to_triangle
BCDBDCDCDC,True,30,27,3,simplified_to_triangle
